"","X1","hhid","intmonth","stfips","weight","earnwke","uhours","grade92","race","ethnic","age","sex","marital","ownchild","chldpres","prcitshp","state","ind02","occ2012","class","unionmme","unioncov","lfsr94","female","w"
"1655",30311,800907986516494,"February","CT",1071.064,1451,40,44,1,NA,42,2,1,2,6,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2310,"Private, Nonprofit","Yes",NA,"Employed-At Work",TRUE,36.275
"1656",30313,800909915983193,"February","CT",1044.2601,2884.61,50,44,1,NA,52,2,1,0,0,"Native, Born In US",NA,"Advertising and related services (5418)",10,"Private, For Profit","No","No","Employed-At Work",TRUE,57.6922
"1657",30315,920898097008539,"February","CT",1680.7686,700,30,45,2,NA,31,2,1,0,0,"Foreign Born, US Cit By Naturalization",NA,"Offices of dentists (6212)",3010,"Private, For Profit","No","No","Employed-At Work",TRUE,23.3333333333333
"1658",30316,920898097008539,"February","CT",1176.2726,2884.61,50,44,1,NA,34,1,1,0,0,"Native, Born In US",NA,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",430,"Private, For Profit","No","No","Employed-At Work",FALSE,57.6922
"1659",30318,939240461700780,"February","CT",946.7887,1192,40,44,1,NA,64,1,1,0,0,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",FALSE,29.8
"1660",30319,939240461700780,"February","CT",952.3446,1346.15,40,44,1,NA,61,2,1,0,0,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2310,"Private, For Profit","No","No","Employed-At Work",TRUE,33.65375
"1661",30321,947078479900943,"February","CT",1065.2255,1292,40,45,1,NA,58,1,7,0,0,"Native, Born In US",NA,"Colleges and universities, including junior colleges (6112, 6113)",6230,"Private, Nonprofit","No","No","Employed-At Work",FALSE,32.3
"1662",30325,959140325700740,"February","CT",1600.9722,576.92,40,44,2,NA,43,2,1,1,4,"Native, Born In US",NA,"Elementary and secondary schools (6111)",230,"Government - Local","Yes",NA,"Employed-At Work",TRUE,14.423
"1663",30341,4430490981694,"February","CT",1048.124,800,20,44,1,NA,49,2,1,2,3,"Native, Born In US",NA,"Management, scientific, and technical consulting services (5416)",630,"Private, For Profit","No","No","Employed-At Work",TRUE,40
"1664",30342,4430890751694,"February","CT",1165.4507,1384.61,80,46,1,NA,37,1,1,2,3,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2310,"Private, Nonprofit","Yes",NA,"Employed-At Work",FALSE,17.307625
"1665",30343,4430890751694,"February","CT",1132.3001,2500,50,45,1,NA,37,2,1,2,3,"Native, Born In US",NA,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",TRUE,50
"1666",30357,44500490763492,"February","CT",1132.3001,1200,40,44,1,NA,36,2,7,0,0,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",TRUE,30
"1667",30365,52900890987596,"February","CT",1097.2538,1384.61,40,44,1,NA,41,1,1,2,4,"Native, Born In US",NA,"Hospitals (622)",3255,"Private, For Profit","No","No","Employed-At Work",FALSE,34.61525
"1668",30374,59660890960697,"February","CT",1048.124,1451,40,44,1,NA,46,2,1,3,10,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2310,"Government - State","Yes",NA,"Employed-At Work",TRUE,36.275
"1669",30378,71069105040890,"February","CT",1088.204,1724.4,36,44,4,NA,42,2,1,2,10,"Foreign Born, US Cit By Naturalization",NA,"Hospitals (622)",3255,"Private, For Profit","No","No","Employed-At Work",TRUE,47.9
"1670",30382,72908607096997,"February","CT",1033.1884,1923,50,45,1,NA,34,2,1,0,0,"Native, Born In US",NA,"Colleges and universities, including junior colleges (6112, 6113)",5860,"Private, For Profit","No","No","Employed-At Work",TRUE,38.46
"1671",30383,72908607096997,"February","CT",1165.4507,1384,70,44,1,NA,35,1,1,0,0,"Native, Born In US",NA,"Architectural, engineering, and related services (5413)",1360,"Private, For Profit","No","No","Employed-At Work",FALSE,19.7714285714286
"1672",30388,74964402068947,"February","CT",1136.9264,2884.61,35,46,4,NA,63,2,1,0,0,"Native, Born In US",NA,"Nursing care facilities (6231)",3060,"Private, For Profit","No","No","Employed-At Work",TRUE,82.4174285714286
"1673",30393,75958007074947,"February","CT",1237.2424,1288.88,45,44,1,NA,29,2,1,0,0,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2320,"Government - Local","Yes",NA,"Employed-At Work",TRUE,28.6417777777778
"1674",30422,108900670794249,"February","CT",1033.1884,1250,40,44,1,NA,30,2,1,1,1,"Native, Born In US",NA,"Child day care services (6244)",2300,"Private, For Profit","No","No","Employed-At Work",TRUE,31.25
"1675",30439,159400540471007,"February","CT",1165.4507,1730,40,44,1,NA,36,1,7,0,0,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2320,"Government - State","Yes",NA,"Employed-At Work",FALSE,43.25
"1676",30440,159400540471007,"February","CT",1284.7672,653,40,44,1,4,27,2,7,0,0,"Foreign Born, US Cit By Naturalization",NA,"Elementary and secondary schools (6111)",2320,"Government - State","Yes",NA,"Employed-At Work",TRUE,16.325
"1677",30452,260898091408959,"February","CT",1115.5909,1500,50,44,1,NA,55,2,1,0,0,"Native, Born In US",NA,"Museums, art galleries, historical sites, and similar institutions (712)",2400,"Private, For Profit","No","No","Employed-At Work",TRUE,30
"1678",30456,281096749900740,"February","CT",1160.9224,520,40,46,2,NA,54,1,1,0,0,"Native, Born In US",NA,"Religious organizations (8131)",2040,"Private, Nonprofit","No","No","Employed-Absent",FALSE,13
"1679",30466,350599097704959,"February","CT",1132.3001,423.07,35,44,1,NA,37,2,1,2,5,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2540,"Private, Nonprofit","No","No","Employed-At Work",TRUE,12.0877142857143
"1680",30492,400909994631691,"February","CT",928.5091,920,40,44,4,NA,45,1,1,0,0,"Foreign Born, Not a US Citizen",NA,"Individual and family services (6241)",4220,"Government - Local","No","No","Employed-At Work",FALSE,23
"1681",30498,440194012004350,"February","CT",1132.3001,2000,40,44,1,NA,37,2,1,1,2,"Native, Born In US",NA,"Insurance carriers and related activities (524)",4710,"Private, For Profit","No","No","Employed-At Work",TRUE,50
"1682",30507,490613048909490,"February","CT",1097.2538,1440,40,44,1,NA,42,1,1,2,3,"Native, Born In US",NA,"** Construction (23)",6730,"Government - State","Yes",NA,"Employed-At Work",FALSE,36
"1683",30513,508901230793839,"February","CT",1048.6927,1240,40,44,1,NA,41,2,1,0,0,"Native, Born In US",NA,"Museums, art galleries, historical sites, and similar institutions (712)",3930,"Private, Nonprofit","No","No","Employed-At Work",TRUE,31
"1684",30528,590495068909196,"February","CT",1022.711,1200,40,44,1,NA,53,1,1,1,4,"Native, Born In US",NA,"Residential care facilities, without nursing (6232, 6233, 6239)",800,"Private, Nonprofit","No","No","Employed-At Work",FALSE,30
"1685",30533,590869094909675,"February","CT",1022.4487,1063,40,44,1,NA,54,2,1,0,0,"Native, Born In US",NA,"** Services to buildings and dwellings (5617 exc. 56173)",5140,"Private, For Profit","No","No","Employed-At Work",TRUE,26.575
"1686",30535,629019480577003,"February","CT",1065.7239,2884.61,50,45,4,NA,40,1,1,3,5,"Foreign Born, US Cit By Naturalization",NA,"Offices of physicians (6211)",3060,"Private, For Profit","No","No","Employed-At Work",FALSE,57.6922
"1687",30561,669679980639002,"February","CT",1048.6927,1242.3,40,44,1,NA,41,2,1,2,6,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",TRUE,31.0575
"1688",30570,690905014909778,"February","CT",1048.6927,1538.46,30,45,1,NA,40,2,1,4,8,"Native, Born In US",NA,"Offices of physicians (6211)",3060,"Private, For Profit","No","No","Employed-At Work",TRUE,51.282
"1689",30583,731039591089580,"February","CT",1048.6927,2884.61,35,45,1,NA,42,2,1,2,3,"Foreign Born, US Cit By Naturalization",NA,"Hospitals (622)",3060,"Private, Nonprofit","No","No","Employed-Absent",TRUE,82.4174285714286
"1690",30610,790604028907194,"February","CT",1393.98,2884.61,60,44,1,1,34,1,1,2,5,"Native, Born In US",NA,"Non-depository credit and related activities (5222, 5223)",10,"Private, For Profit","No","No","Employed-At Work",FALSE,48.0768333333333
"1691",30619,800907978592043,"February","CT",1022.4487,865,45,44,1,NA,50,2,1,1,1,"Native, Born In US",NA,"Non-depository credit and related activities (5222, 5223)",5700,"Private, For Profit","No","No","Employed-At Work",TRUE,19.2222222222222
"1692",30620,800907978592043,"February","CT",1042.9762,2307,45,44,1,NA,56,1,1,1,1,"Native, Born In US",NA,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",850,"Private, For Profit","No","No","Employed-At Work",FALSE,51.2666666666667
"1693",30622,800909924067471,"February","CT",1033.1884,2884.61,45,44,1,NA,31,2,7,0,0,"Native, Born In US",NA,"Offices of physicians (6211)",3258,"Private, For Profit","No","No","Employed-At Work",TRUE,64.1024444444444
"1694",30641,869439040557007,"February","CT",932.453,1846.15,60,44,1,NA,60,2,1,0,0,"Foreign Born, US Cit By Naturalization",NA,"Elementary and secondary schools (6111)",2320,"Government - Local","Yes",NA,"Employed-At Work",TRUE,30.7691666666667
"1695",30643,869449480827006,"February","CT",1065.7239,2884.61,40,45,4,NA,42,1,1,2,3,"Foreign Born, US Cit By Naturalization",NA,"Hospitals (622)",3060,"Private, Nonprofit","No","No","Employed-At Work",FALSE,72.11525
"1696",30646,880892070604199,"February","CT",1022.711,1634,40,46,1,NA,50,1,1,2,8,"Foreign Born, US Cit By Naturalization",NA,"Pharmaceutical and medicine manufacturing (3254)",1760,"Private, For Profit","No","No","Employed-At Work",FALSE,40.85
"1697",30654,890961054909578,"February","CT",1048.124,444,37,44,1,NA,48,2,1,0,0,"Native, Born In US",NA,"Elementary and secondary schools (6111)",230,"Private, Nonprofit","No","No","Employed-At Work",TRUE,12
"1698",30655,890961054909578,"February","CT",1042.9762,2423,70,45,1,NA,57,1,1,0,0,"Native, Born In US",NA,"Hospitals (622)",3060,"Private, Nonprofit","No","No","Employed-At Work",FALSE,34.6142857142857
"1699",30657,899699480017003,"February","CT",1048.6927,1596,40,45,1,NA,40,2,1,0,0,"Native, Born In US",NA,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",TRUE,39.9
"1700",30658,899699480017003,"February","CT",1016.2221,1634,40,46,1,NA,45,1,1,0,0,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2310,"Private, Nonprofit","Yes",NA,"Employed-At Work",FALSE,40.85
"1701",30666,910180597600040,"February","CT",1159.9678,2115,50,44,4,NA,52,1,3,0,0,"Foreign Born, US Cit By Naturalization",NA,"Computer systems design and related services (5415)",1010,"Private, For Profit","No","No","Employed-At Work",FALSE,42.3
"1702",30713,989400364410940,"February","CT",1197.724,1634.61,40,44,1,8,51,1,1,1,4,"Native, Born In US",NA,"Banking and related activities (521, 52211,52219)",1220,"Private, For Profit","No","No","Employed-At Work",FALSE,40.86525
"1703",30714,989400364410940,"February","CT",1048.124,1596.15,40,44,1,NA,48,2,1,1,4,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2310,"Government - State","Yes",NA,"Employed-At Work",TRUE,39.90375
"1704",30754,708902620997219,"February","CT",978.9439,1250,40,45,1,NA,33,2,1,0,0,"Native, Born In US",NA,"Elementary and secondary schools (6111)",2310,"Private, Nonprofit","No","No","Employed-At Work",TRUE,31.25
"1705",30814,800907905326393,"February","CT",1159.9678,826.92,35,44,4,NA,50,1,5,0,0,"Foreign Born, US Cit By Naturalization",NA,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4300,"Private, For Profit","No","No","Employed-At Work",FALSE,23.6262857142857
"1706",30816,800907905326393,"February","CT",928.5091,900,40,44,4,NA,48,1,7,0,0,"Foreign Born, US Cit By Naturalization",NA,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4400,"Private, For Profit","No","No","Employed-At Work",FALSE,22.5
"1707",30836,989150183390940,"February","CT",1139.3893,2156.79,50,46,1,NA,55,2,5,0,0,"Native, Born In US",NA,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","Yes",NA,"Employed-At Work",TRUE,43.1358
"1708",30923,941070815149320,"February","DE",463.0726,920,40,44,1,1,52,1,1,1,4,"Foreign Born, US Cit By Naturalization",51,"Landscaping services (56173)",4250,"Private, For Profit","No","No","Employed-At Work",FALSE,23
"1709",30937,9940390160981,"February","DE",445.051,2884.61,50,46,2,NA,39,2,7,0,0,"Native, Born In US",51,"Employment services (5613)",3060,"Private, For Profit","No","No","Employed-At Work",TRUE,57.6922
"1710",30946,10750157720081,"February","DE",461.5821,1923.07,50,44,2,NA,46,1,1,3,3,"Native, Born In US",51,"Pharmaceutical and medicine manufacturing (3254)",140,"Private, For Profit","No","No","Employed-At Work",FALSE,38.4614
"1711",30951,20805094318319,"February","DE",361.1413,403.84,40,44,1,NA,30,1,7,0,0,"Native, Born In US",51,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit","No","No","Employed-At Work",FALSE,10.096
"1712",30976,52901400957596,"February","DE",422.7569,368,24,44,4,NA,50,2,1,0,0,"Foreign Born, US Cit By Naturalization",51,"Religious organizations (8131)",2300,"Private, Nonprofit","No","No","Employed-At Work",TRUE,15.3333333333333
"1713",30977,52901400957596,"February","DE",502.9653,2692.3,40,46,4,NA,58,1,1,0,0,"Foreign Born, US Cit By Naturalization",51,"Industrial and miscellaneous chemicals (3251, 3259)",1760,"Private, For Profit","No","No","Employed-At Work",FALSE,67.3075
"1714",31008,70802096918968,"February","DE",431.3295,1650,55,44,1,NA,50,1,1,1,4,"Native, Born In US",51,"Colleges and universities, including junior colleges (6112, 6113)",230,"Government - State","No","No","Employed-At Work",FALSE,30
"1715",31026,89540572250741,"February","DE",442.4936,456,38,44,1,NA,42,2,1,2,4,"Native, Born In US",51,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",136,"Government - Local","Yes",NA,"Employed-At Work",TRUE,12
"1716",31038,104903021793450,"February","DE",344.0673,1153.84,40,44,1,NA,40,1,1,2,3,"Native, Born In US",51,"Elementary and secondary schools (6111)",2320,"Government - Local","Yes",NA,"Employed-At Work",FALSE,28.846
"1717",31049,153050147140060,"February","DE",477.7715,1242,40,44,1,NA,35,2,1,2,8,"Native, Born In US",51,"Elementary and secondary schools (6111)",2310,"Government - State","Yes",NA,"Employed-At Work",TRUE,31.05
"1718",31050,160070540690106,"February","DE",334.1804,2000,60,44,4,NA,43,1,1,2,10,"Foreign Born, US Cit By Naturalization",51,"Non-depository credit and related activities (5222, 5223)",110,"Private, For Profit","No","No","Employed-At Work",FALSE,33.3333333333333
"1719",31072,192908607096099,"February","DE",449.1004,1384.61,40,44,1,NA,33,2,1,1,1,"Native, Born In US",51,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit","No","No","Employed-At Work",TRUE,34.61525
"1720",31080,195968709066004,"February","DE",458.9126,576.92,37,44,2,NA,44,1,1,2,8,"Native, Born In US",51,"Colleges and universities, including junior colleges (6112, 6113)",430,"Private, Nonprofit","No","No","Employed-At Work",FALSE,15.5924324324324
"1721",31081,195968709066004,"February","DE",461.0884,1134.61,40,44,2,NA,45,2,1,2,8,"Native, Born In US",51,"Individual and family services (6241)",2710,"Private, For Profit","No","No","Employed-At Work",TRUE,28.36525
"1722",31092,242199348000905,"February","DE",468.4786,600,35,44,2,NA,28,2,7,1,2,"Native, Born In US",51,"Individual and family services (6241)",2010,"Private, For Profit","No","No","Employed-At Work",TRUE,17.1428571428571
"1723",31114,410009975257127,"February","DE",477.7715,865.38,40,44,1,NA,38,2,5,2,3,"Native, Born In US",51,"** Construction (23)",136,"Private, For Profit","No","No","Employed-At Work",TRUE,21.6345
"1724",31128,520505096014799,"February","DE",427.2716,1076.92,40,45,1,NA,49,2,1,3,3,"Native, Born In US",51,"Restaurants and other food services (722 exc. 7224)",5360,"Private, For Profit","No","No","Employed-At Work",TRUE,26.923
"1725",31145,582177249000955,"February","DE",395.2584,1376.92,38,44,7,NA,54,2,5,0,0,"Native, Born In US",51,"Public finance activities (92113)",110,"Government - State","No","No","Employed-At Work",TRUE,36.2347368421053
"1726",31188,720104005518520,"February","DE",549.4227,961.53,40,44,2,NA,30,2,7,0,0,"Native, Born In US",51,"Elementary and secondary schools (6111)",2310,"Government - State","Yes",NA,"Employed-At Work",TRUE,24.03825
"1727",31224,901285094002106,"February","DE",422.416,969.23,40,44,1,2,37,2,1,2,3,"Native, Born in PR or US Outlying Area",51,"Employment services (5613)",5630,"Private, For Profit","No","No","Employed-At Work",TRUE,24.23075
"1728",31235,910004099318609,"February","DE",445.051,920,40,46,2,NA,39,2,7,0,0,"Native, Born In US",51,"Employment services (5613)",3060,"Private, For Profit","No","No","Employed-At Work",TRUE,23
"1729",31245,940199149000936,"February","DE",449.1004,961.53,50,44,1,NA,32,2,1,0,0,"Native, Born In US",51,"Elementary and secondary schools (6111)",2320,"Government - State","Yes",NA,"Employed-At Work",TRUE,19.2306
"1730",31259,996020570149550,"February","DE",439.8764,1634.61,50,45,1,NA,56,1,1,0,0,"Native, Born In US",51,"Justice, public order, and safety activities (922, pt. 92115)",2100,"Government - Federal","No","No","Employed-At Work",FALSE,32.6922
