"","price","yrbuilt","stories","TLA","wall","beds","baths","halfbaths","frontage","depth","garage","garagesqft","rooms","lotsize","sdate","avalue","s1993","s1994","s1995","s1996","s1997","s1998","syear","age","geometry"
"841",43000,1925,"one",936,"wood",3,1,0,52,118,"detached",252,6,6100,930909,61914,1,0,0,0,0,0,"1993",0.74,c(504255.651037207, 212008.065808775)
"842",220000,1978,"two",1872,"wood",3,1,1,100,0,"attached",484,7,25400,931115,249400,1,0,0,0,0,0,"1993",0.21,c(504741.27291497, 212001.800586539)
"843",119500,1971,"bilevel",1748,"partbrk",3,1,1,80,102,"attached",528,7,7100,960909,103314,0,0,0,1,0,0,"1996",0.28,c(504056.27260051, 212018.801334516)
"844",66500,1965,"one",1075,"brick",3,1,1,50,118,"detached",440,5,5800,930526,70914,1,0,0,0,0,0,"1993",0.34,c(504363.887399741, 212050.071013694)
"845",113000,1965,"two",1890,"brick",4,2,1,60,125,"detached",484,8,7500,930901,116514,1,0,0,0,0,0,"1993",0.34,c(504045.184432125, 212057.156417178)
"846",109000,1966,"two",1500,"partbrk",3,1,1,65,0,"attached",500,5,9100,950321,110428,0,0,1,0,0,0,"1995",0.33,c(504119.707149464, 212059.950104253)
"847",75000,1925,"one",1124,"partbrk",2,1,0,60,792,"detached",576,6,45700,970828,59514,0,0,0,0,1,0,"1997",0.74,c(494465.147616784, 212197.849436652)
"848",165000,1943,"one",1975,"stucdrvt",3,2,0,100,0,"basement",220,6,38300,941222,246228,0,1,0,0,0,0,"1994",0.56,c(504799.155703598, 212058.80016478)
"849",179000,1952,"one",1753,"brick",3,1,1,280,0,"attached",520,5,139300,960607,145114,0,0,0,1,0,0,"1996",0.47,c(498967.246079308, 212140.915301691)
"850",99000,1965,"two",1400,"partbrk",3,1,1,60,125,"attached",440,6,7500,931025,92028,1,0,0,0,0,0,"1993",0.34,c(504038.647639195, 212073.792405152)
"851",83500,1949,"one",1402,"brick",2,1,1,52,126,"detached",280,5,6600,941013,88028,0,1,0,0,0,0,"1994",0.5,c(504414.85366916, 212069.282948024)
"852",75000,1955,"multilvl",1513,"metlvnyl",3,1,0,44,148,"detached",480,6,6600,960826,72028,0,0,0,1,0,0,"1996",0.44,c(504711.894573095, 212070.494682238)
"853",65000,1953,"one",956,"wood",2,1,0,52,126,"attached",264,5,6600,971022,63228,0,0,0,0,1,0,"1997",0.46,c(504430.78212286, 212075.40474467)
"854",80000,1978,"two",1434,"partbrk",3,1,1,64,180,"attached",576,7,11500,950421,93600,0,0,1,0,0,0,"1995",0.21,c(504648.769068687, 212078.097352474)
"855",69000,1950,"one",1053,"metlvnyl",2,1,0,52,126,"detached",240,4,6600,970314,65114,0,0,0,0,1,0,"1997",0.49,c(504461.638196909, 212087.661588148)
"856",149500,1943,"two",2270,"metlvnyl",4,1,0,73,210,"detached",720,8,13500,980828,116314,0,0,0,0,0,1,"1998",0.56,c(504305.756261567, 212101.262323964)
"857",75000,1955,"one",912,"wood",3,1,0,59,140,"detached",384,5,8300,940909,67514,0,1,0,0,0,0,"1994",0.44,c(504180.857101601, 212105.017043973)
"858",83000,1953,"two",1080,"wood",3,1,0,59,136,"attached",484,6,8100,980701,74400,0,0,0,0,0,1,"1998",0.46,c(504741.870614256, 212104.75649463)
"859",81000,1957,"multilvl",1900,"brick",3,1,0,62,142,"detached",396,6,8800,930716,98914,1,0,0,0,0,0,"1993",0.42,c(504681.167206016, 212106.218205189)
"860",70000,1925,"one+half",1710,"wood",3,1,1,78,130,"attached",280,7,10100,931008,81514,1,0,0,0,0,0,"1993",0.74,c(504647.27025515, 212110.105744252)
"861",65899,1955,"one",1068,"wood",3,1,0,59,140,"attached",480,6,8300,980826,71828,0,0,0,0,0,1,"1998",0.44,c(504174.163496593, 212122.432479828)
"862",60900,1958,"one",768,"wood",2,1,0,57,145,"attached",312,4,8300,940722,60828,0,1,0,0,0,0,"1994",0.41,c(504693.283433562, 212120.609864102)
"863",48000,1927,"one",1276,"wood",3,1,0,138,792,"attached",440,6,104800,950705,51714,0,0,1,0,0,0,"1995",0.72,c(494465.691405567, 212269.817608688)
"864",65000,1955,"one",900,"wood",3,1,0,40,128,"detached",400,5,5100,930708,59628,1,0,0,0,0,0,"1993",0.44,c(504404.182807314, 212133.178560058)
"865",82350,1970,"one",1236,"brick",3,1,1,63,146,"attached",252,6,9200,970811,70200,0,0,0,0,1,0,"1997",0.29,c(504705.22409268, 212134.337411332)
"866",55000,1965,"one",1075,"brick",3,2,0,40,128,"detached",320,5,5100,941011,61028,0,1,0,0,0,0,"1994",0.34,c(504427.322536721, 212142.204517952)
"867",72500,1955,"one",912,"partbrk",3,1,0,59,140,"detached",308,5,8300,940401,65114,0,1,0,0,0,0,"1994",0.44,c(504160.59496208, 212156.155041857)
"868",49000,1937,"one",536,"wood",2,1,0,100,0,"no garage",0,4,128500,950320,37114,0,0,1,0,0,0,"1995",0.62,c(496401.248447283, 212299.193149384)
"869",118500,1966,"two",1671,"partbrk",4,1,1,62,0,"attached",462,8,8200,940629,115914,0,1,0,0,0,0,"1994",0.33,c(503976.166889085, 212199.684276587)
"870",103000,1955,"one",1392,"wood",3,1,1,100,0,"detached",576,6,40600,950811,104600,0,0,1,0,0,0,"1995",0.44,c(503583.226379306, 212212.324463162)
"871",102500,1974,"one",1080,"metlvnyl",4,2,0,60,140,"attached",240,6,8400,971223,76114,0,0,0,0,1,0,"1997",0.25,c(504649.374149187, 212200.601877947)
"872",127900,1907,"one+half",1394,"wood",3,1,0,70,0,"detached",672,7,16600,970530,88400,0,0,0,0,1,0,"1997",0.92,c(504837.442619985, 212211.911706862)
"873",79900,1964,"one",1653,"brick",3,1,1,90,0,"no garage",0,7,9600,950403,80628,0,0,1,0,0,0,"1995",0.35,c(504805.184909587, 212213.555628376)
"874",260000,1937,"one",846,"wood",3,1,0,0,0,"no garage",0,5,43560,950110,147714,0,0,1,0,0,0,"1995",0.62,c(488895.10869121, 212452.082316008)
"875",74000,1922,"one",1326,"wood",2,1,0,100,1039,"detached",480,5,99800,950515,57914,0,0,1,0,0,0,"1995",0.77,c(497469.080534615, 212329.712588292)
"876",101900,1995,"one",1232,"metlvnyl",3,2,0,76,0,"attached",384,6,6621,960514,79600,0,0,0,1,0,0,"1996",0.04,c(504320.213279738, 212236.469034599)
"877",175000,1927,"one+half",2008,"partbrk",3,2,0,50,261,"attached",261,7,13100,971002,164314,0,0,0,0,1,0,"1997",0.72,c(505266.827032087, 212224.411074763)
"878",59900,1927,"one",813,"wood",2,1,0,100,1024,"detached",576,4,98000,960119,51914,0,0,0,1,0,0,"1996",0.72,c(497403.624691627, 212331.190997264)
"879",70000,1929,"one",1008,"wood",2,1,0,115,1018,"detached",352,5,111900,950424,60714,0,0,1,0,0,0,"1995",0.7,c(497369.309002218, 212334.674130278)
"880",155000,1927,"one+half",2748,"partbrk",4,2,0,50,279,"attached",240,8,14000,950629,144828,0,0,1,0,0,0,"1995",0.72,c(505327.774354623, 212228.948949257)
"881",115000,1972,"two",2084,"partbrk",5,2,1,74,105,"attached",420,9,7700,931022,132514,1,0,0,0,0,0,"1993",0.27,c(504055.277111608, 212246.845595142)
"882",142000,1946,"one+half",1862,"partbrk",3,1,1,93,343,"attached",264,7,29000,960819,129828,0,0,0,1,0,0,"1996",0.53,c(504919.931154461, 212243.599144666)
"883",113000,1987,"two",1208,"wood",3,2,0,83,0,"attached",432,5,7710,960429,91800,0,0,0,1,0,0,"1996",0.12,c(504311.241418633, 212258.246133059)
"884",415000,1970,"two",3691,"partbrk",4,3,0,100,0,"attached",529,8,43600,940722,539114,0,1,0,0,0,0,"1994",0.29,c(505679.657514896, 212246.924749494)
"885",115000,1996,"one",1653,"partbrk",3,1,1,80,0,"attached",675,6,20909,960417,89828,0,0,0,1,0,0,"1996",0.03,c(506218.57348045, 212248.17526165)
"886",118000,1968,"two",1782,"partbrk",4,1,1,65,109,"attached",460,8,7100,930903,122914,1,0,0,0,0,0,"1993",0.31,c(503955.497802378, 212283.039197618)
"887",75500,1930,"one",1104,"wood",3,1,0,99,0,"detached",400,6,83200,930625,51714,1,0,0,0,0,0,"1993",0.69,c(495024.814630959, 212409.676871307)
"888",119500,1973,"one",1266,"brick",3,1,1,126,65,"attached",462,6,8100,980819,100628,0,0,0,0,0,1,"1998",0.26,c(504119.72654074, 212289.202773672)
"889",105500,1965,"one",1720,"partbrk",3,2,0,66,119,"attached",506,6,7900,931116,117428,1,0,0,0,0,0,"1993",0.34,c(503970.762158644, 212295.722020593)
"890",90500,1987,"one",1533,"metlvnyl",3,1,1,165,0,"attached",399,6,212800,940823,50600,0,1,0,0,0,0,"1994",0.12,c(489699.725592731, 212498.260834359)
"891",139200,1969,"two",1976,"metlvnyl",4,1,1,60,125,"detached",440,8,7500,970801,125114,0,0,0,0,1,0,"1997",0.3,c(505198.757299305, 212294.162617573)
"892",70000,1946,"two",1356,"metlvnyl",3,1,1,50,130,"detached",280,7,6500,970801,77114,0,0,0,0,1,0,"1997",0.53,c(504492.700337505, 212306.176726307)
"893",78550,1950,"one",1015,"wood",3,1,0,50,130,"detached",440,6,6500,970428,62714,0,0,0,0,1,0,"1997",0.49,c(504532.650194876, 212305.985450892)
"894",70000,1951,"one",725,"wood",2,1,0,55,130,"attached",300,4,9100,940525,65028,0,1,0,0,0,0,"1994",0.48,c(504628.172160074, 212307.509058853)
"895",78900,1949,"one",1238,"wood",3,1,0,75,120,"detached",280,5,9000,941013,71914,0,1,0,0,0,0,"1994",0.5,c(504721.847774348, 212308.169530957)
"896",286000,1995,"two",2530,"partbrk",4,2,1,77,100,"attached",782,7,7700,971017,199714,0,0,0,0,1,0,"1997",0.04,c(506197.54443456, 212292.653011377)
"897",92500,1925,"two",1268,"metlvnyl",3,1,0,55,120,"detached",528,6,6600,961125,75314,0,0,0,1,0,0,"1996",0.74,c(505291.076462424, 212305.955298668)
"898",132000,1964,"multilvl",1915,"brick",3,2,1,60,0,"attached",462,7,9700,970911,126114,0,0,0,0,1,0,"1997",0.35,c(504058.952123114, 212323.103719871)
"899",64000,1953,"one",896,"partbrk",3,1,0,50,130,"detached",280,5,6500,980604,59114,0,0,0,0,0,1,"1998",0.46,c(504492.895748635, 212321.057825188)
"900",90000,1966,"one",1286,"partbrk",3,1,1,65,150,"attached",286,6,9800,930824,99600,1,0,0,0,0,0,"1993",0.33,c(503920.338036007, 212330.15391791)
"901",105000,1992,"one",1400,"metlvnyl",3,2,0,201,207,"attached",676,5,41585,940801,120400,0,1,0,0,0,0,"1994",0.07,c(504339.930370636, 212327.733129405)
"902",114000,1964,"two",1512,"partbrk",4,1,2,60,152,"attached",520,7,9100,951218,106914,0,0,1,0,0,0,"1995",0.35,c(504075.664562842, 212331.769059529)
"903",85000,1951,"one",884,"partbrk",2,1,0,60,130,"detached",440,5,7800,971008,60914,0,0,0,0,1,0,"1997",0.48,c(504629.768572391, 212327.481103599)
"904",96000,1968,"bilevel",1638,"wood",3,1,1,60,150,"attached",546,7,9000,940929,108000,0,1,0,0,0,0,"1994",0.31,c(503933.940363763, 212343.302909915)
"905",59000,1948,"one",932,"metlvnyl",3,1,0,50,130,"detached",280,6,6500,961210,56628,0,0,0,1,0,0,"1996",0.51,c(504493.012141504, 212336.27317875)
"906",91000,1920,"one+half",1996,"wood",4,1,0,70,0,"detached",504,7,16200,930901,100028,1,0,0,0,0,0,"1993",0.79,c(504425.46494403, 212343.602673783)
"907",106500,1928,"two",1344,"wood",3,1,1,60,120,"detached",360,6,7200,951127,82800,0,0,1,0,0,0,"1995",0.71,c(505335.299910148, 212332.925414393)
"908",112000,1968,"one",1398,"partbrk",3,1,1,66,121,"attached",462,6,8000,961008,95114,0,0,0,1,0,0,"1996",0.31,c(504029.735825839, 212352.923315353)
"909",64500,1953,"one",1128,"wood",3,1,0,60,130,"attached",392,6,7800,960322,61800,0,0,0,1,0,0,"1996",0.46,c(504630.00884603, 212345.804850621)
"910",122000,1971,"multilvl",1965,"partbrk",3,2,0,124,350,"detached",576,6,46000,980608,99200,0,0,0,0,0,1,"1998",0.28,c(493961.928886769, 212501.625906796)
"911",76100,1950,"one",1396,"metlvnyl",3,2,0,45,130,"no garage",0,6,8500,930806,78314,1,0,0,0,0,0,"1993",0.49,c(504726.14215171, 212362.205382597)
"912",80000,1949,"one",1224,"wood",3,1,0,60,130,"attached",374,5,7800,950331,67800,0,0,1,0,0,0,"1995",0.5,c(504630.246207273, 212363.906492597)
"913",65000,1901,"one",936,"wood",2,1,0,0,0,"detached",320,4,43560,960718,61428,0,0,0,1,0,0,"1996",0.98,c(491002.868910936, 212555.589369013)
"914",112000,1925,"two",1408,"metlvnyl",3,1,1,60,130,"detached",728,7,7800,940216,80400,0,1,0,0,0,0,"1994",0.74,c(504590.555591794, 212364.760268077)
"915",190000,1935,"two",2670,"partbrk",3,1,1,150,100,"detached",440,6,15000,940610,152028,0,1,0,0,0,0,"1994",0.64,c(506223.212259312, 212349.190774503)
"916",73000,1940,"one",1593,"metlvnyl",3,1,0,60,120,"attached",396,6,7200,940926,70600,0,1,0,0,0,0,"1994",0.59,c(505482.818573076, 212369.21560177)
"917",88500,1948,"two",1476,"metlvnyl",3,1,1,60,130,"attached",200,7,7800,961001,80114,0,0,0,1,0,0,"1996",0.51,c(504728.562030055, 212381.389156981)
"918",85500,1941,"one+half",1137,"partbrk",3,1,0,60,120,"detached",448,6,7200,941011,72114,0,1,0,0,0,0,"1994",0.58,c(505328.583343855, 212387.215963742)
"919",57200,1931,"one",1058,"metlvnyl",3,1,0,60,120,"detached",288,5,7200,980921,52914,0,0,0,0,0,1,"1998",0.68,c(505480.54626318, 212386.905572695)
"920",76907,1961,"one",1649,"wood",3,1,0,119,660,"detached",720,5,74800,960612,72600,0,0,0,1,0,0,"1996",0.38,c(492820.059282737, 212564.015454897)
"921",97500,1951,"one",1480,"metlvnyl",3,1,0,60,120,"detached",280,8,7200,971201,78914,0,0,0,0,1,0,"1997",0.48,c(505385.05062411, 212393.700842935)
"922",77000,1927,"two",1362,"wood",3,1,0,50,130,"detached",192,6,6500,980319,73314,0,0,0,0,0,1,"1998",0.72,c(504493.848662928, 212412.679830607)
"923",81500,1978,"one",1767,"partbrk",3,1,1,60,0,"attached",420,6,10000,930726,99314,1,0,0,0,0,0,"1993",0.21,c(505521.949926911, 212402.361977038)
"924",83000,1952,"one",1569,"metlvnyl",4,1,0,80,100,"no garage",0,8,8000,940513,90914,0,1,0,0,0,0,"1994",0.47,c(505713.840167243, 212400.205040295)
"925",62000,1929,"two",1320,"wood",3,1,0,60,100,"detached",216,6,6000,941214,68828,0,1,0,0,0,0,"1994",0.7,c(506194.237972435, 212398.436015133)
"926",95000,1947,"two",1752,"metlvnyl",4,2,0,60,130,"detached",484,7,7800,951116,98800,0,0,1,0,0,0,"1995",0.52,c(504688.928976451, 212418.45115281)
"927",60000,1953,"one",864,"metlvnyl",2,1,0,78,100,"attached",288,4,7800,950822,64628,0,0,1,0,0,0,"1995",0.46,c(505897.552140797, 212410.599027782)
"928",110000,1979,"two",1553,"partbrk",3,1,0,70,201,"attached",420,7,14100,930706,113600,1,0,0,0,0,0,"1993",0.2,c(505597.190471432, 212415.824332319)
"929",105000,1953,"one",1315,"metlvnyl",2,1,1,72,100,"detached",400,6,7200,980618,89514,0,0,0,0,0,1,"1998",0.46,c(505800.034944756, 212415.859999233)
"930",69900,1912,"one+half",2016,"wood",3,1,0,40,100,"no garage",0,9,4000,930804,78714,1,0,0,0,0,0,"1993",0.87,c(505993.714809375, 212416.686203411)
"931",215000,1953,"one+half",3366,"wood",4,2,2,14,0,"basement",768,9,26100,930430,182828,1,0,0,0,0,0,"1993",0.46,c(506482.693616378, 212414.269949317)
"932",184000,1972,"one+half",3470,"partbrk",3,2,1,200,217,"detached",780,9,43560,941003,252600,0,1,0,0,0,0,"1994",0.27,c(491823.044039237, 212618.097243927)
"933",78200,1907,"two",1656,"metlvnyl",3,1,0,40,100,"no garage",0,7,4000,970522,65428,0,0,0,0,1,0,"1997",0.92,c(505987.429980316, 212427.319267303)
"934",190000,1992,"one",2503,"partbrk",4,3,0,135,130,"attached",792,9,17600,951003,199314,0,0,1,0,0,0,"1995",0.07,c(506218.193161497, 212425.672899602)
"935",60000,1953,"one",720,"wood",2,1,0,100,200,"attached",336,4,22300,980206,36914,0,0,0,0,0,1,"1998",0.46,c(492817.255859765, 212622.815258962)
"936",112000,1964,"one",1344,"brick",3,1,0,40,100,"attached",425,5,4000,970718,78428,0,0,0,0,1,0,"1997",0.35,c(506014.155323163, 212442.968208607)
"937",337500,1949,"two",2240,"wood",4,2,1,65,0,"detached",283,8,61100,980916,179514,0,0,0,0,0,1,"1998",0.5,c(506619.437779266, 212443.501986132)
"938",92000,1964,"two",1850,"partbrk",3,1,1,50,120,"detached",440,6,6000,940913,82514,0,1,0,0,0,0,"1994",0.35,c(505471.309125777, 212459.111332278)
"939",98000,1953,"one",1963,"metlvnyl",3,2,1,62,0,"attached",624,7,8400,930329,102914,1,0,0,0,0,0,"1993",0.46,c(505714.173275971, 212458.069195633)
"940",167400,1994,"one",1818,"partbrk",3,2,0,121,449,"attached",660,6,54450,960321,127228,0,0,0,1,0,0,"1996",0.05,c(497704.243281049, 212569.096952527)
"941",19000,1945,"one",760,"metlvnyl",2,1,0,135,0,"no garage",0,4,35100,970305,23314,0,0,0,0,1,0,"1997",0.54,c(490224.356383734, 212679.262263665)
"942",76000,1953,"one",1136,"brick",3,1,0,55,0,"detached",320,5,6600,930726,78228,1,0,0,0,0,0,"1993",0.46,c(505280.592744902, 212468.034793492)
"943",65000,1917,"one",1189,"metlvnyl",4,1,1,85,0,"attached",336,7,8700,971205,52714,0,0,0,0,1,0,"1997",0.82,c(505581.745976332, 212466.118267915)
"944",145000,1994,"two",2256,"wood",4,2,1,75,105,"attached",644,6,7875,941118,165000,0,1,0,0,0,0,"1994",0.05,c(506206.568187677, 212462.032225367)
"945",115000,1972,"one",1356,"metlvnyl",3,1,1,138,0,"attached",528,6,45738,970801,81800,0,0,0,0,1,0,"1997",0.27,c(493372.596683387, 212640.643616283)
"946",146000,1994,"one",1482,"partbrk",3,2,0,188,0,"attached",574,6,104457,960624,137514,0,0,0,1,0,0,"1996",0.05,c(494612.871913672, 212623.898487414)
"947",72500,1949,"one",720,"wood",2,1,0,51,123,"detached",308,4,6300,941019,63314,0,1,0,0,0,0,"1994",0.5,c(505317.592085683, 212478.327013942)
"948",75900,1950,"one",1097,"wood",3,2,0,50,130,"attached",324,5,6500,960416,76314,0,0,0,1,0,0,"1996",0.49,c(504534.470173489, 212489.11953065)
"949",66000,1958,"one",1385,"wood",3,1,0,50,130,"no garage",0,5,7300,950612,71114,0,0,1,0,0,0,"1995",0.41,c(503957.321563999, 212496.940281316)
"950",45000,1950,"one",912,"metlvnyl",2,1,0,99,0,"no garage",0,5,40600,970123,49314,0,0,0,0,1,0,"1997",0.49,c(494233.584926267, 212633.06990275)
"951",28000,1951,"one",762,"wood",2,1,0,201,0,"no garage",0,5,102900,950728,40314,0,0,1,0,0,0,"1995",0.48,c(494142.358170684, 212634.508232699)
"952",70000,1935,"one",1104,"wood",2,1,0,98,0,"attached",576,5,60500,980107,61228,0,0,0,0,0,1,"1998",0.64,c(497163.267049303, 212592.831792886)
"953",80000,1949,"one",1277,"brick",3,1,1,60,130,"detached",480,5,7800,940519,84914,0,1,0,0,0,0,"1994",0.5,c(504591.990947348, 212493.251910817)
"954",75000,1950,"one",1259,"wood",3,1,0,60,130,"detached",576,7,7800,960725,76000,0,0,0,1,0,0,"1996",0.49,c(504689.732891794, 212492.525731592)
"955",91650,1958,"one",1513,"metlvnyl",3,1,0,50,0,"no garage",0,6,10200,980316,83314,0,0,0,0,0,1,"1998",0.41,c(503996.871197714, 212504.415322513)
"956",67000,1957,"one",1413,"wood",3,1,0,55,130,"carport",240,7,7200,930823,76514,1,0,0,0,0,0,"1993",0.42,c(503876.057882435, 212507.566078003)
"957",54000,1954,"one",1184,"metlvnyl",4,1,0,50,120,"detached",528,6,6000,950913,70400,0,0,1,0,0,0,"1995",0.45,c(505467.601113372, 212488.260388207)
"958",86500,1949,"one",1068,"metlvnyl",3,1,1,48,120,"detached",352,6,5800,950607,72314,0,0,1,0,0,0,"1995",0.5,c(505372.729155884, 212491.60450045)
"959",110000,1972,"one",1812,"wood",3,1,1,135,0,"no garage",0,5,78900,951016,102400,0,0,1,0,0,0,"1995",0.27,c(493406.323643874, 212665.474215332)
"960",85500,1958,"one",1033,"metlvnyl",3,1,0,50,133,"detached",660,5,7400,970512,72428,0,0,0,0,1,0,"1997",0.41,c(504010.909077206, 212519.002649745)
"961",65000,1949,"one",750,"wood",2,1,0,60,130,"detached",273,4,7800,980309,50200,0,0,0,0,0,1,"1998",0.5,c(504632.008895689, 212511.053964728)
"962",86500,1953,"one",1188,"metlvnyl",2,2,0,60,120,"attached",308,5,7200,971104,81000,0,0,0,0,1,0,"1997",0.46,c(505408.146696234, 212502.139903794)
"963",78000,1955,"one",1024,"metlvnyl",3,1,0,91,100,"attached",288,6,9100,940801,72228,0,1,0,0,0,0,"1994",0.44,c(505846.912778281, 212499.889786721)
"964",75000,1949,"one",1068,"partbrk",2,1,1,48,120,"detached",252,6,5800,980127,70714,0,0,0,0,0,1,"1998",0.5,c(505370.835102058, 212506.290650052)
"965",89059,1956,"one",1519,"metlvnyl",2,1,0,60,100,"detached",280,5,6000,970818,96228,0,0,0,0,1,0,"1997",0.43,c(505688.820230923, 212503.270979498)
"966",106000,1959,"multilvl",1624,"partbrk",3,1,1,50,100,"detached",308,6,5000,980624,84114,0,0,0,0,0,1,"1998",0.4,c(505980.692492051, 212499.714158532)
"967",93000,1951,"one",1156,"metlvnyl",2,1,0,50,115,"detached",308,4,5800,980424,67514,0,0,0,0,0,1,"1998",0.48,c(505531.301699627, 212512.31282554)
"968",101000,1956,"one",1492,"brick",2,1,1,70,100,"attached",344,6,7000,971029,92600,0,0,0,0,1,0,"1997",0.43,c(505743.867166763, 212509.665977153)
"969",92000,1953,"one",1944,"brick",3,1,0,40,123,"attached",420,6,4900,930816,114114,1,0,0,0,0,0,"1993",0.46,c(505274.661470069, 212518.538744632)
"970",84000,1950,"one",875,"wood",3,1,0,60,130,"detached",440,5,7800,970417,59114,0,0,0,0,1,0,"1997",0.49,c(504632.247713671, 212529.266668629)
"971",75000,1960,"one",1316,"partbrk",3,1,1,40,100,"attached",308,7,4000,930402,72314,1,0,0,0,0,0,"1993",0.39,c(506126.964594647, 212511.042285552)
"972",122800,1955,"one",1519,"metlvnyl",4,2,0,60,100,"detached",546,7,6000,980904,96828,0,0,0,0,0,1,"1998",0.44,c(505679.600092103, 212519.051692915)
"973",111800,1983,"bilevel",1344,"partbrk",3,1,1,75,130,"attached",396,7,9800,980617,92200,0,0,0,0,0,1,"1998",0.16,c(503876.792411352, 212544.210234923)
"974",89000,1955,"one",1144,"metlvnyl",3,2,0,80,100,"detached",816,6,8000,930504,99028,1,0,0,0,0,0,"1993",0.44,c(505831.938316019, 212522.186970523)
"975",83500,1958,"one",1033,"wood",3,1,0,50,133,"detached",320,5,6700,970930,64428,0,0,0,0,1,0,"1997",0.41,c(504043.271294878, 212550.675492293)
"976",88500,1982,"one",1204,"metlvnyl",3,1,0,130,0,"detached",528,5,10100,970103,92800,0,0,0,0,1,0,"1997",0.17,c(503967.894915266, 212552.336812802)
"977",110000,1917,"two",2452,"stucdrvt",3,1,1,95,120,"attached",210,7,11400,930609,124514,1,0,0,0,0,0,"1993",0.82,c(506574.45746442, 212519.497379703)
"978",66900,1949,"one",806,"partbrk",2,1,0,48,120,"detached",528,4,5800,970903,53114,0,0,0,0,1,0,"1997",0.5,c(505367.126075559, 212535.328707899)
"979",120000,1930,"two",1344,"metlvnyl",3,1,0,80,100,"detached",768,6,8000,980306,95200,0,0,0,0,0,1,"1998",0.69,c(506058.530204939, 212527.142750356)
"980",118500,1966,"two",2308,"wood",3,1,1,124,0,"detached",484,8,44700,940322,120514,0,1,0,0,0,0,"1994",0.33,c(492881.1901641, 212710.73304114)
"981",76000,1950,"one",875,"wood",3,1,0,60,130,"detached",440,5,7800,950731,64114,0,0,1,0,0,0,"1995",0.49,c(504632.406053358, 212547.702573156)
"982",72000,1950,"one",875,"metlvnyl",2,1,0,60,130,"detached",550,5,7800,930504,68000,1,0,0,0,0,0,"1993",0.49,c(504690.282128879, 212547.166034702)
"983",165000,1926,"two",2851,"brick",5,3,2,60,120,"attached",526,10,7200,940713,179428,0,1,0,0,0,0,"1994",0.73,c(506433.404121245, 212524.753896048)
"984",120000,1967,"two",1888,"wood",4,1,1,131,0,"attached",400,8,44500,961209,105828,0,0,0,1,0,0,"1996",0.32,c(492843.025886363, 212713.183525269)
